Series_id,graderingsdatum,delomrade,ekologisk,forforfrukt,forfrukt,groda,jordart,lan,plojt,sadatum,skordear,sort,broddbehandling,utplaceringsdatumFalla,graderingstyp,utvecklingsstadium,matmetod,Bladfläcksvampar,Brunrost,Gulrost,Mjöldagg,Sköldfläcksjuka,week,geometry,Lufttemperatur_min,Lufttemperatur_max,Nederbördsmängd_sum,Nederbördsmängd_max,Solskenstid_sum,Daggpunktstemperatur_mean,Daggpunktstemperatur_max,Relativ Luftfuktighet_mean,Långvågs-Irradians_mean
0,2016-04-18,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,30.0,% ang blad 1–3,0.0,0.0,0.0,0.0,0.0,16,POINT (15.112943656526825 56.241822112303524),5.733333333333333,7.8,7.0,4.05,100069.66666666667,3.1833419599723953,8.350000000000001,78.37905452035886,291.44555555555553
0,2016-04-25,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,31.0,% ang blad 1–3,0.0,0.0,0.0,0.01,0.0,17,POINT (15.112943656526825 56.241822112303524),2.6,9.266666666666667,13.450000000000001,6.6000000000000005,199970.3333333333,1.0597672039830426,5.25,73.66977841861383,270.92361111111114
0,2016-05-02,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,31.0,% ang blad 1–3,0.0,0.0,0.0,8.0,0.0,18,POINT (15.112943656526825 56.241822112303524),4.533333333333333,8.799999999999999,7.55,6.3,180325.66666666666,3.375711697722568,6.933333333333333,77.90083678398896,286.1926587301587
0,2016-05-09,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,37.0,% ang blad 1–3,0.0,0.0,0.0,16.0,0.0,19,POINT (15.112943656526825 56.241822112303524),9.1,15.1,0.0,0.0,352121.0,4.9529934437543135,8.866666666666665,64.1298309178744,288.27676587301585
0,2016-05-16,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,41.0,% ang blad 1–3,2.0,0.0,0.0,10.0,0.0,20,POINT (15.112943656526825 56.241822112303524),7.333333333333333,14.799999999999999,14.099999999999998,9.399999999999999,229371.33333333334,5.643961352657006,10.299999999999999,73.24422015182884,310.04069444444445
0,2016-05-23,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,45.0,% ang blad 1–3,2.0,0.0,0.0,4.0,0.0,21,POINT (15.112943656526825 56.241822112303524),8.833333333333334,17.099999999999998,0.1,0.1,188188.6666666667,8.943872733546648,13.133333333333333,79.65593826463392,325.83660714285713
0,2016-05-30,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,57.0,% ang blad 1–3,2.0,0.0,0.0,6.0,0.0,22,POINT (15.112943656526825 56.241822112303524),12.4,19.0,3.05,2.75,262242.6666666666,11.01790027605245,15.700000000000001,75.38793995859214,337.0726587301587
0,2016-06-06,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,69.0,% ang blad 1–3,2.0,0.0,0.0,6.0,0.0,23,POINT (15.112943656526825 56.241822112303524),13.533333333333333,20.8,1.4,1.4,344354.3333333333,11.475414078674948,16.0,67.9569530710835,323.5395833333333
0,2016-06-13,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,71.0,% ang blad 1–3,6.0,0.0,4.0,8.0,0.0,24,POINT (15.112943656526825 56.241822112303524),10.700000000000001,16.333333333333332,5.35,3.75,258753.33333333334,8.186335403726707,14.333333333333334,71.77881297446514,302.8254563492063
0,2016-06-20,Blekinge,False,Vårkorn,Vårkorn,Rågvete,Sandjord (<5 % ler),Blekinge län,True,2015-09-19,2016,Sequenz,,,Veckovis,73.0,% ang blad 1–3,10.0,0.0,4.0,8.0,0.0,25,POINT (15.112943656526825 56.241822112303524),14.166666666666666,17.233333333333334,19.15,12.1,137580.33333333334,12.409722222222223,15.800000000000002,82.93650793650794,344.13878968253965
