"Column0","target"
0,0.016064786665685234
0.00005419466724474313,0.013318154730078635
0.00010838933448948623,0.014026047273834049
0.00016258400173422934,0.006442258863122441
0.0002167786689789725,0.0020087515930968802
0.0002709733362237156,0.014004205909751589
0.00032516800346845873,0.016339469629076342
0.00037936267071320183,0.18515659009667781
0.00043355733795794494,0.7339582647493399
0.00048775200520268804,0.8938942526721128
0.0006503360069369175,0.08608521981954408
0.0007045306741816606,0.047051567803873914
0.0007587253414264037,0.03399968050333551
0.0008129200086711468,0.010807655192864493
0.0008671146759158899,0.0020087515930968802
0.0009213093431606331,0.001961620073113265
0.0009755040104053761,0.14810667160842503
0.0010296986776501193,0.22688864301012615
0.0010838933448948623,0.3950906796417004
0.0011380880121396055,0.7191788289558895
0.001300672013873835,0.04407295992722877
0.001354866681118578,0.017066311738278113
0.0014090613483633211,0.01802077391973434
0.0014632560156080641,0.0020768625333803885
0.0015174506828528073,0.0020087515930968802
0.0015716453500975503,0.001961620073113265
0.0016258400173422935,0.023659869739040156
0.0016800346845870368,0.29365992767164356
0.0017342293518317797,0.5049936802171511
0.001788424019076523,0.6706467668124941
0.0019510080208107524,0.05107500324261465
0.002005202688055495,0.009569997721879157
0.002059397355300238,0.014026047273834049
0.0021135920225449816,0.010807655192864493
0.0021677866897897246,0.012054176092170634
0.0022219813570344676,0.02610730725310669
0.0022761760242792106,0.03098026984900397
0.002330370691523954,0.10169248426978113
0.002384565358768697,0.11117459482178625
0.00243876002601344,0.21444538266457816
0.0026013440277476694,0.023066829981071117
0.0026555386949924124,0.02456262575467706
0.002709733362237156,0.014026047273834049
0.002763928029481899,0.04573082583080091
0.002818122696726642,0.012054176092170634
0.002872317363971385,0.02610730725310669
0.0029265120312161282,0.0456210700689316
0.0029807066984608712,0.051614020773643104
0.0030349013657056142,0.07454026129663603
0.0030890960329503577,0.07855560866307121
0.0032516800346845866,0.002060700034913467
0.00330587470192933,0.02456262575467706
0.003360069369174073,0.010031320627933759
0.003414264036418816,0.0370000331713168
0.0034684587036635595,0.012054176092170634
0.0035226533709083025,0.014004205909751589
0.0035768480381530455,0.016339469629076342
0.0036310427053977885,0.051614020773643104
0.003685237372642532,0.12949176158436138
0.003739432039887275,0.1367940832351456
0.003902016041621504,0.002120516496677809
0.003956210708866248,0.0020087515930968802
0.004010405376110991,0.0016986694091487091
0.004064600043355734,0.0013631800801484635
0.004118794710600477,0.0009043092336386998
0.004281378712334707,0.002041867336133174
0.00433557337957945,0.0282692405118327
0.004389768046824193,0.0020087515930968802
0.004443962714068936,0.03215885792478424
0.004498157381313679,0.0016986694091487091
0.004552352048558422,0.1684637689312985
0.004606546715803165,0.6606895976990396
0.004660741383047908,0.7774173035279639
0.004823325384782137,0.002120516496677809
0.004877520052026881,0.0019011045663964894
0.004931714719271624,0.0016986694091487091
0.004985909386516367,0.0015355572775050824
0.00504010405376111,0.0012715942463355878
0.00520268805549534,0.0020768625333803885
0.005256882722740082,0.0020087515930968802
0.005311077389984826,0.0019011045663964894
0.005365272057229569,0.0016986694091487091
0.005419466724474312,0.0015355572775050824
0.005473661391719055,0.0012715942463355878
0.0055278560589637985,0.0009043092336386998
0.005690440060698028,0.0020768625333803885
0.0057446347279427705,0.0020087515930968802
0.005798829395187514,0.0019011045663964894
0.0058530240624322565,0.0016986694091487091
0.005907218729677,0.018228378442884424
0.005961413396921743,0.0012715942463355878
0.006015608064166486,0.0009043092336386998
0.006178192065900715,0.009062743350299352
0.006232386733145459,0.039555253787474966
0.006286581400390202,0.010031320627933759
0.006340776067634945,0.0020768625333803885
0.006394970734879688,0.0020087515930968802
0.006449165402124432,0.014004205909751589
0.006503360069369174,0.0016986694091487091
0.006557554736613918,0.018228378442884424
0.00661174940385866,0.019588761008910698
0.006665944071103404,0.03972995894835495
0.006828528072837633,0.002060700034913467
0.006882722740082376,0.009569997721879157
0.006936917407327119,0.010031320627933759
0.006991112074571862,0.0020768625333803885
0.007045306741816606,0.0020087515930968802
0.007099501409061348,0.0019011045663964894
0.007153696076306092,0.016339469629076342
0.007207890743550834,0.0015355572775050824
0.007262085410795578,0.019588761008910698
0.007316280078040321,0.03972995894835495
0.007478864079774551,0.04407295992722877
0.007533058747019293,0.017066311738278113
0.007587253414264037,0.002041867336133174
0.00764144808150878,0.0020768625333803885
0.007695642748753523,0.0020087515930968802
0.007749837415998265,0.0019011045663964894
0.0078040320832430095,0.0016986694091487091
0.007858226750487751,0.0015355572775050824
0.007912421417732494,0.0012715942463355878
0.007966616084977238,0.03972995894835495
0.008129200086711467,0.002060700034913467
0.00818339475395621,0.0020736837054802066
0.008237589421200953,0.002041867336133174
0.008291784088445697,0.0020768625333803885
0.00834597875569044,0.0020087515930968802
0.008400173422935182,0.0019011045663964894
0.008454368090179926,0.0016986694091487091
0.008508562757424669,0.0015355572775050824
0.008562757424669411,0.0012715942463355878
0.008616952091914156,0.0009043092336386998
0.008779536093648385,0.030068873296457
0.008833730760893128,0.039555253787474966
0.00888792542813787,0.01802077391973434
0.008942120095382613,0.0020768625333803885
0.008996314762627357,0.0020087515930968802
0.0090505094298721,0.0019011045663964894
0.009104704097116842,0.0016986694091487091
0.009158898764361587,0.0015355572775050824
0.009429872100585301,0.058077046558000535
0.009484066767830045,0.062044195836671825
0.009538261435074788,0.01802077391973434
0.00959245610231953,0.0020768625333803885
0.009646650769564275,0.0020087515930968802
0.009700845436809017,0.02610730725310669
0.00975504010405376,0.0016986694091487091
0.009809234771298504,0.0015355572775050824
0.010080208107522219,0.058077046558000535
0.010134402774766963,0.039555253787474966
0.010188597442011706,0.002041867336133174
0.010242792109256448,0.0020768625333803885
0.010296986776501192,0.0020087515930968802
0.010351181443745935,0.0019011045663964894
0.010405376110990678,0.0016986694091487091
0.01045957077823542,0.034921199608263766
0.010730544114459136,0.0020768625333803885
0.010784738781703879,0.0020087515930968802
0.010838933448948623,0.0019011045663964894
0.010893128116193366,0.016339469629076342
0.010947322783438108,0.18515659009667781
0.011001517450682853,0.34929776273526264
0.011164101452417082,0.0020768625333803885
0.011218296119661825,0.022099600591244387
0.011272490786906567,0.0019011045663964894
0.011326685454151312,0.0016986694091487091
0.011380880121396054,0.0015355572775050824
0.011435074788640797,0.019588761008910698
0.011489269455885541,0.03972995894835495
0.01165185345761977,0.002120516496677809
0.011706048124864513,0.002058978715592249
0.011760242792109256,0.0019011045663964894
0.011814437459353998,0.0016986694091487091
0.011868632126598742,0.09334607368709145
0.011922826793843485,0.1020160114404987
0.012085410795577714,0.0020768625333803885
0.012139605462822457,0.0020087515930968802
0.012193800130067201,0.0019011045663964894
0.012247994797311944,0.0016986694091487091
0.012302189464556686,0.10169248426978113
0.01235638413180143,0.09285742805921114
0.012410578799046173,0.07855560866307121
0.012573162800780403,0.002041867336133174
0.012627357468025145,0.0020768625333803885
0.01268155213526989,0.0020087515930968802
0.012735746802514632,0.0019011045663964894
0.012789941469759375,0.0016986694091487091
0.012844136137004119,0.11838530543516047
0.012898330804248861,0.12949176158436138
0.012952525471493604,0.03972995894835495
0.013115109473227833,0.002041867336133174
0.013169304140472576,0.010807655192864493
0.01322349880771732,0.002058978715592249
0.013277693474962063,0.0019011045663964894
0.013331888142206805,0.0016986694091487091
0.01338608280945155,0.0015355572775050824
0.013440277476696292,0.20276042863466182
0.013494472143941035,0.15620690809250373
0.013657056145675264,0.002041867336133174
0.013711250812920009,0.0020768625333803885
0.013765445480164751,0.0020087515930968802
0.013819640147409494,0.0019011045663964894
0.013873834814654238,0.0016986694091487091
0.01392802948189898,0.25192787475819517
0.013982224149143723,0.23939476215981204
0.014036418816388467,0.2532710323792944
0.014199002818122697,0.002041867336133174
0.01425319748536744,0.0020768625333803885
0.014307392152612182,0.0020087515930968802
0.014361586819856926,0.014004205909751589
0.014415781487101669,0.0016986694091487091
0.014469976154346411,0.15177094776591915
0.014524170821591154,0.0012715942463355878
0.014578365488835898,0.02031713409099683
0.014740949490570128,0.002041867336133174
0.01479514415781487,0.0020768625333803885
0.014849338825059613,0.0020087515930968802
0.014903533492304357,0.0019011045663964894
0.0149577281595491,0.0016986694091487091
0.015011922826793842,0.051614020773643104
0.015066117494038586,0.27602909568496226
0.015120312161283329,0.19503255780722
0.015282896163017558,0.010031320627933759
0.015337090830262301,0.002120516496677809
0.015391285497507045,0.0020087515930968802
0.015445480164751788,0.0019011045663964894
0.01549967483199653,0.0016986694091487091
0.015553869499241273,0.018228378442884424
0.015608064166486016,0.11117459482178625
0.015662258833730763,0.1367940832351456
0.01582484283546499,0.002041867336133174
0.015879037502709734,0.0020768625333803885
0.015933232169954476,0.002058978715592249
0.015987426837199222,0.0019011045663964894
0.016041621504443965,0.0016986694091487091
0.016095816171688707,0.018228378442884424
0.01615001083893345,0.1844432618720867
0.016204205506178192,0.19503255780722
0.016366789507912424,0.002041867336133174
0.016420984175157166,0.0020768625333803885
0.01647517884240191,0.0020087515930968802
0.01652937350964665,0.0019011045663964894
0.016583568176891394,0.16274747182835267
0.016637762844136136,0.3020063382543332
0.016691957511380882,0.5141522635984387
0.016746152178625625,0.6027018798117406
0.016908736180359853,0.002041867336133174
0.016962930847604595,0.0020768625333803885
0.01701712551484934,0.0020087515930968802
0.017071320182094084,0.0019011045663964894
0.017125514849338826,0.0016986694091487091
0.01717970951658357,0.08499966310440178
0.01723390418382831,0.23939476215981204
0.017288098851073054,0.17561973294986188
0.017450682852807285,0.002041867336133174
0.017504877520052028,0.0020768625333803885
0.01755907218729677,0.0020087515930968802
0.017613266854541513,0.001961620073113265
0.01766746152178626,0.06026187028885923
0.017721656189031,0.11838530543516047
0.017775850856275744,0.3859320962604129
0.017830045523520487,0.350335156666085
0.017992629525254714,0.010031320627933759
0.01804682419249946,0.0020768625333803885
0.018101018859744203,0.0020087515930968802
0.018155213526988945,0.0019011045663964894
0.018209408194233688,0.0016986694091487091
0.01826360286147843,0.45224172874274726
0.018317797528723173,0.404249263022988
0.01837199219596792,0.17561973294986188
0.018534576197702147,0.002041867336133174
0.01858877086494689,0.0020768625333803885
0.018642965532191632,0.0020087515930968802
0.018697160199436378,0.0019011045663964894
0.01875135486668112,0.0016986694091487091
0.018805549533925863,0.018228378442884424
0.018859744201170606,0.0012715942463355878
0.018913938868415348,0.11738125837778747
0.01907652287014958,0.002041867336133174
0.019130717537394322,0.0020768625333803885
0.019184912204639065,0.0020087515930968802
0.019239106871883807,0.0019011045663964894
0.01929330153912855,0.0016986694091487091
0.019347496206373292,0.15177094776591915
0.019401690873618038,0.2577119289223871
0.01945588554086278,0.21444538266457816
0.01961846954259701,0.002041867336133174
0.01967266420984175,0.0020768625333803885
0.019726858877086497,0.0020087515930968802
0.01978105354433124,0.014004205909751589
0.019835248211575982,0.0016986694091487091
0.019889442878820725,0.06830684193902244
0.019943637546065467,0.037905927771485805
0.01999783221331021,0.0009043092336386998
0.02016041621504444,0.002041867336133174
0.020214610882289184,0.0020768625333803885
0.020268805549533926,0.0020087515930968802
0.02032300021677867,0.0016986694091487091
0.020377194884023415,0.0015355572775050824
0.020431389551268157,0.019588761008910698
0.0204855842185129,0.0009043092336386998
0.020648168220247128,0.002041867336133174
0.020702362887491874,0.0020768625333803885
0.020756557554736616,0.0020087515930968802
0.02081075222198136,0.0019011045663964894
0.0208649468892261,0.0016986694091487091
0.020919141556470844,0.06830684193902244
0.020973336223715586,0.037905927771485805
0.02102753089096033,0.23385820752193626
0.02119011489269456,0.0020768625333803885
0.021244309559939303,0.0020087515930968802
0.021298504227184045,0.0019011045663964894
0.021352698894428788,0.0016986694091487091
0.021406893561673534,0.0015355572775050824
0.021461088228918276,0.0012715942463355878
0.02151528289616302,0.03972995894835495
0.021677866897897247,0.0020768625333803885
0.021732061565141993,0.0020087515930968802
0.021786256232386735,0.0019011045663964894
0.021840450899631478,0.0016986694091487091
0.02189464556687622,0.0015355572775050824
0.021948840234120963,0.0012715942463355878
0.022003034901365705,0.0009043092336386998
0.022165618903099937,0.0020768625333803885
0.02221981357034468,0.0020087515930968802
0.022274008237589422,0.0019011045663964894
0.022328202904834164,0.0016986694091487091
0.022382397572078907,0.0015355572775050824
0.022436592239323653,0.0012715942463355878
0.022490786906568395,0.0009043092336386998
0.022653370908302623,0.0020768625333803885
0.022707565575547366,0.0020087515930968802
0.022761760242792112,0.0019011045663964894
0.022815954910036854,0.0016986694091487091
0.022870149577281597,0.0015355572775050824
0.02292434424452634,0.0012715942463355878
0.022978538911771082,0.07855560866307121
0.023141122913505313,0.0020768625333803885
0.023195317580750056,0.0020087515930968802
0.023249512247994798,0.0019011045663964894
0.02330370691523954,0.0016986694091487091
0.023357901582484283,0.0015355572775050824
0.02341209624972903,0.0012715942463355878
0.023466290916973772,0.03972995894835495
0.023628874918708,0.002041867336133174
